Width,Height,Label
0.384,0.5375302663438256,clock
0.632,0.31476997578692495,car
0.4,0.25907990314769974,fish
0.454,0.6343825665859564,house
0.42,0.7336561743341404,tree
0.548,0.46973365617433416,bicycle
0.694,0.6828087167070218,guitar
0.112,0.7409200968523002,pencil
0.478,0.5714285714285714,clock
0.704,0.43341404358353514,car
0.566,0.3171912832929782,fish
0.314,0.5351089588377724,house
0.524,0.7966101694915254,tree
0.496,0.5544794188861986,bicycle
0.642,0.7869249394673123,guitar
0.348,0.36319612590799033,pencil
0.316,0.3922518159806295,clock
0.682,0.47699757869249393,car
0.502,0.26150121065375304,fish
0.202,0.7869249394673123,tree
0.688,0.48184019370460046,bicycle
0.582,0.3026634382566586,guitar
0.55,0.6876513317191283,pencil
0.608,0.6610169491525424,clock
0.524,0.3365617433414044,car
0.406,0.1234866828087167,fish
0.266,0.36803874092009686,house
0.482,0.8280871670702179,tree
0.382,0.24213075060532688,bicycle
0.51,0.12106537530266344,guitar
0.034,0.4552058111380145,pencil
0.38,0.44552058111380144,clock
0.522,0.23486682808716708,car
0.542,0.513317191283293,house
0.676,0.7554479418886199,tree
0.522,0.3922518159806295,bicycle
0.166,0.6900726392251816,guitar
0.452,0.5205811138014528,pencil
0.22,0.2639225181598063,clock
0.394,0.3075060532687651,car
0.496,0.24213075060532688,fish
0.468,0.5472154963680388,house
0.688,0.7699757869249395,tree
0.46,0.32929782082324455,bicycle
0.626,0.3171912832929782,guitar
0.134,0.6464891041162227,pencil
0.282,0.38256658595641646,clock
0.594,0.34382566585956414,car
0.54,0.3341404358353511,fish
0.578,0.423728813559322,house
0.614,0.7941888619854721,tree
0.466,0.48426150121065376,bicycle
0.358,0.7675544794188862,guitar
0.266,0.6900726392251816,pencil
0.288,0.36319612590799033,clock
0.286,0.26150121065375304,car
0.4,0.15012106537530268,fish
0.25,0.4745762711864407,tree
0.304,0.21307506053268765,guitar
0.398,0.31234866828087166,pencil
0.328,0.2929782082324455,clock
0.574,0.35108958837772397,car
0.426,0.44552058111380144,fish
0.502,0.5956416464891041,house
0.566,0.7263922518159807,tree
0.388,0.37530266343825663,bicycle
0.628,0.29782082324455206,guitar
0.47,0.5883777239709443,pencil
0.38,0.4552058111380145,clock
0.614,0.27602905569007263,car
0.422,0.23002421307506055,fish
0.478,0.3704600484261501,house
0.396,0.5351089588377724,tree
0.442,0.3946731234866828,bicycle
0.458,0.24213075060532688,guitar
0.324,0.4067796610169492,pencil
0.298,0.387409200968523,clock
0.648,0.47699757869249393,car
0.52,0.33171912832929784,fish
0.568,0.5641646489104116,house
0.4,0.5302663438256658,tree
0.598,0.35108958837772397,bicycle
0.45,0.6246973365617433,guitar
0.618,0.5883777239709443,pencil
0.394,0.36319612590799033,clock
0.434,0.3099273607748184,car
0.436,0.3196125907990315,fish
0.544,0.5254237288135594,house
0.33,0.3559322033898305,tree
0.424,0.37530266343825663,bicycle
0.312,0.3922518159806295,guitar
0.1,0.3365617433414044,pencil
0.236,0.2566585956416465,clock
0.72,0.38256658595641646,car
0.512,0.2469733656174334,fish
0.592,0.4576271186440678,house
0.61,0.8765133171912833,tree
0.36,0.3268765133171913,bicycle
0.268,0.6416464891041163,guitar
0.084,0.5423728813559322,pencil
0.372,0.30024213075060535,clock
0.7,0.3583535108958838,car
0.644,0.162227602905569,fish
0.654,0.6222760290556901,house
0.518,0.7191283292978208,tree
0.542,0.38256658595641646,bicycle
0.278,0.6682808716707022,guitar
0.416,0.5835351089588378,pencil
0.362,0.34624697336561744,clock
0.55,0.2929782082324455,car
0.358,0.3365617433414044,fish
0.568,0.2929782082324455,house
0.574,0.6513317191283293,tree
0.628,0.4019370460048426,bicycle
0.512,0.3268765133171913,guitar
0.256,0.46731234866828086,pencil
0.212,0.29055690072639223,clock
0.562,0.288135593220339,car
0.584,0.2542372881355932,fish
0.598,0.5326876513317191,house
0.556,0.6731234866828087,tree
0.474,0.3075060532687651,bicycle
0.196,0.6537530266343826,guitar
0.206,0.5569007263922519,pencil
0.402,0.5399515738498789,clock
0.55,0.21549636803874092,car
0.454,0.07990314769975787,fish
0.546,0.48184019370460046,house
0.432,0.5375302663438256,tree
0.394,0.2687651331719128,bicycle
0.538,0.8789346246973365,guitar
0.722,0.7723970944309927,pencil
0.468,0.49878934624697335,clock
0.582,0.3099273607748184,car
0.54,0.36077481840193704,fish
0.23,0.5714285714285714,house
0.3,0.6077481840193705,tree
0.45,0.3414043583535109,bicycle
0.592,0.23486682808716708,guitar
0.036,0.3946731234866828,pencil
0.422,0.46731234866828086,clock
0.686,0.25907990314769974,car
0.252,0.06053268765133172,fish
0.408,0.3365617433414044,house
0.368,0.4963680387409201,tree
0.444,0.3171912832929782,bicycle
0.326,0.4939467312348668,guitar
0.258,0.29055690072639223,pencil
0.306,0.38256658595641646,clock
0.676,0.37530266343825663,car
0.724,0.6222760290556901,fish
0.766,0.7578692493946732,house
0.428,0.8087167070217918,tree
0.684,0.4745762711864407,bicycle
0.638,0.8256658595641646,guitar
0.698,0.6707021791767555,pencil
0.572,0.7990314769975787,clock
0.58,0.26634382566585957,car
0.412,0.162227602905569,fish
0.29,0.4794188861985472,house
0.348,0.5932203389830508,tree
0.322,0.31476997578692495,bicycle
0.482,0.1549636803874092,guitar
0.294,0.5108958837772397,pencil
0.272,0.3389830508474576,clock
0.414,0.23002421307506055,car
0.468,0.36319612590799033,fish
0.462,0.48668280871670705,house
0.584,0.5883777239709443,tree
0.438,0.35351089588377727,bicycle
0.59,0.5956416464891041,guitar
0.404,0.45036319612590797,pencil
0.35,0.3898305084745763,clock
0.5,0.1234866828087167,car
0.414,0.21549636803874092,fish
0.338,0.5157384987893463,house
0.77,0.8523002421307506,tree
0.468,0.3389830508474576,bicycle
0.678,0.7312348668280871,guitar
0.264,0.549636803874092,pencil
0.322,0.34624697336561744,clock
0.63,0.4891041162227603,car
0.396,0.14769975786924938,fish
0.416,0.4600484261501211,house
0.49,0.4939467312348668,tree
0.664,0.4939467312348668,bicycle
0.636,0.5036319612590799,guitar
0.33,0.2857142857142857,pencil
0.354,0.44552058111380144,clock
0.654,0.39709443099273606,car
0.5,0.3583535108958838,fish
0.718,0.8111380145278451,house
0.706,0.8958837772397095,tree
0.584,0.738498789346247,guitar
0.484,0.7481840193704601,pencil
0.506,0.585956416464891,clock
0.566,0.2711864406779661,car
0.398,0.18401937046004843,fish
0.302,0.6004842615012107,house
0.538,0.6319612590799032,tree
0.558,0.43099273607748184,bicycle
0.234,0.6828087167070218,guitar
0.096,0.5641646489104116,pencil
0.578,0.6828087167070218,clock
0.622,0.3268765133171913,car
0.44,0.23002421307506055,fish
0.432,0.4721549636803874,house
0.638,0.7772397094430993,tree
0.66,0.4043583535108959,bicycle
0.706,0.36561743341404357,guitar
0.564,0.35108958837772397,pencil
0.41,0.4891041162227603,clock
0.538,0.22518159806295399,car
0.398,0.10411622276029056,fish
0.478,0.7046004842615012,house
0.412,0.7796610169491526,tree
0.384,0.29539951573849876,bicycle
0.698,0.7578692493946732,guitar
0.422,0.5665859564164649,pencil
0.464,0.6295399515738499,clock
0.586,0.2687651331719128,car
0.52,0.2179176755447942,fish
0.474,0.6707021791767555,house
0.382,0.7869249394673123,tree
0.406,0.324455205811138,bicycle
0.286,0.5956416464891041,guitar
0.054,0.2639225181598063,pencil
0.234,0.3389830508474576,clock
0.538,0.7215496368038741,fish
0.668,0.7021791767554479,house
0.772,0.927360774818402,tree
0.69,0.5738498789346247,bicycle
0.7,0.9007263922518159,guitar
0.204,0.8305084745762712,pencil
0.312,0.46731234866828086,clock
0.732,0.3728813559322034,car
0.576,0.18886198547215496,fish
0.62,0.8716707021791767,house
0.594,0.8523002421307506,tree
0.568,0.3559322033898305,bicycle
0.5,0.7070217917675545,guitar
0.258,0.2736077481840194,pencil
0.448,0.44552058111380144,clock
0.55,0.3414043583535109,car
0.466,0.4552058111380145,fish
0.448,0.4891041162227603,house
0.378,0.6004842615012107,tree
0.428,0.46973365617433416,bicycle
0.49,0.5472154963680388,guitar
0.238,0.5472154963680388,pencil
0.292,0.33171912832929784,clock
0.612,0.3075060532687651,car
0.484,0.34624697336561744,fish
0.592,0.5036319612590799,house
0.75,0.8184019370460048,tree
0.496,0.36561743341404357,bicycle
0.344,0.7409200968523002,guitar
0.162,0.39951573849878935,pencil
0.458,0.5569007263922519,clock
0.486,0.22760290556900725,car
0.51,0.3365617433414044,fish
0.482,0.6319612590799032,house
0.646,0.8305084745762712,tree
0.574,0.5205811138014528,bicycle
0.264,0.8571428571428571,guitar
0.63,0.08958837772397095,pencil
0.342,0.3801452784503632,clock
0.452,0.26634382566585957,car
0.444,0.2687651331719128,fish
0.34,0.3946731234866828,house
0.346,0.5883777239709443,tree
0.486,0.35351089588377727,bicycle
0.57,0.47699757869249393,guitar
0.232,0.1937046004842615,pencil
0.218,0.20581113801452786,clock
0.368,0.13075060532687652,car
0.206,0.024213075060532687,fish
0.334,0.288135593220339,house
0.442,0.5254237288135594,tree
0.472,0.22033898305084745,bicycle
0.514,0.2687651331719128,guitar
0.406,0.08958837772397095,pencil
0.222,0.2542372881355932,clock
0.446,0.2542372881355932,car
0.442,0.12106537530266344,fish
0.342,0.31234866828087166,house
0.628,0.7239709443099274,tree
0.358,0.2929782082324455,bicycle
0.21,0.46731234866828086,guitar
0.35,0.06537530266343826,pencil
0.452,0.5714285714285714,clock
0.462,0.35351089588377727,car
0.358,0.2639225181598063,fish
0.526,0.5786924939467313,house
0.47,0.7530266343825666,tree
0.576,0.38498789346246975,bicycle
0.356,0.7506053268765133,guitar
0.446,0.5326876513317191,pencil
0.39,0.4794188861985472,clock
0.386,0.18159806295399517,car
0.376,0.11380145278450363,fish
0.416,0.7021791767554479,house
0.312,0.513317191283293,tree
0.466,0.4358353510895884,bicycle
0.472,0.24213075060532688,guitar
0.398,0.5302663438256658,pencil
0.58,0.41404358353510895,car
0.556,0.36077481840193704,fish
0.628,0.784503631961259,tree
0.414,0.4600484261501211,bicycle
0.502,0.29782082324455206,guitar
0.468,0.6707021791767555,pencil
0.388,0.14769975786924938,clock
0.54,0.47699757869249393,car
0.342,0.18886198547215496,fish
0.4,0.46731234866828086,house
0.366,0.6053268765133172,tree
0.558,0.3946731234866828,bicycle
0.252,0.6174334140435835,guitar
0.47,0.2857142857142857,pencil
0.3,0.3389830508474576,clock
0.39,0.5883777239709443,guitar
0.262,0.7239709443099274,pencil
0.344,0.45278450363196127,clock
0.654,0.34382566585956414,car
0.366,0.12832929782082325,fish
0.35,0.4891041162227603,house
0.276,0.6634382566585957,tree
0.562,0.36803874092009686,bicycle
0.314,0.4043583535108959,guitar
0.166,0.47699757869249393,pencil
0.156,0.29539951573849876,clock
0.638,0.4552058111380145,car
0.45,0.14043583535108958,fish
0.406,0.5399515738498789,house
0.516,0.6973365617433414,tree
0.546,0.49878934624697335,bicycle
0.676,0.7336561743341404,guitar
0.274,0.48426150121065376,pencil
0.302,0.4043583535108959,clock
0.426,0.22760290556900725,car
0.366,0.15980629539951574,fish
0.404,0.5108958837772397,tree
0.39,0.23728813559322035,bicycle
0.658,0.36561743341404357,guitar
0.068,0.513317191283293,pencil
0.328,0.32929782082324455,clock
0.49,0.1937046004842615,car
0.378,0.12590799031476999,fish
0.504,0.45036319612590797,house
0.24,0.6004842615012107,tree
0.282,0.1791767554479419,bicycle
0.552,0.2397094430992736,guitar
0.454,0,pencil
0.468,0.4358353510895884,clock
0.674,0.4552058111380145,car
0.644,0.36561743341404357,fish
0.502,0.6803874092009685,house
0.602,0.7409200968523002,tree
0.698,0.49878934624697335,bicycle
0.676,0.324455205811138,guitar
0.542,0.45036319612590797,pencil
0.51,0.5690072639225182,clock
0.488,0.2542372881355932,fish
0.38,0.5714285714285714,house
0.432,0.6634382566585957,tree
0.368,0.28329297820823246,bicycle
0.474,0.5375302663438256,guitar
0.054,0.4092009685230024,pencil
0.3,0.4261501210653753,clock
0.482,0.5326876513317191,car
0.502,0.5278450363196125,house
0.336,0.5108958837772397,tree
0.356,0.29055690072639223,bicycle
0.476,0.4963680387409201,guitar
0.102,0.5447941888619855,pencil
0.278,0.423728813559322,clock
0.35,0.23486682808716708,car
0.274,0.22518159806295399,fish
0.426,0.37772397094430993,house
0.16,0.6585956416464891,tree
0.306,0.423728813559322,bicycle
0.284,0.6174334140435835,guitar
0.3,0.6198547215496368,pencil
0.254,0.3559322033898305,clock
0.542,0.2566585956416465,car
0.464,0.2711864406779661,fish
0.544,0.5641646489104116,house
0.546,0.6343825665859564,tree
0.542,0.5012106537530266,bicycle
0.584,0.4067796610169492,guitar
0.106,0.5447941888619855,pencil
0.556,0.46973365617433416,clock
0.652,0.29782082324455206,car
0.51,0.5932203389830508,fish
0.44,0.6900726392251816,house
0.538,0.8232445520581114,tree
0.616,0.46973365617433416,bicycle
0.574,0.6416464891041163,guitar
0.48,0.6077481840193705,pencil
0.504,0.5569007263922519,clock
0.44,0.14285714285714285,car
0.412,0.18401937046004843,fish
0.422,0.3922518159806295,house
0.678,0.7627118644067796,tree
0.604,0.32929782082324455,bicycle
0.678,0.23002421307506055,guitar
0.294,0.8087167070217918,pencil
0.164,0.20581113801452786,clock
0.58,0.288135593220339,car
0.464,0.41646489104116224,fish
0.484,0.5690072639225182,house
0.534,0.7578692493946732,tree
0.486,0.32929782082324455,bicycle
0.576,0.5472154963680388,guitar
0.348,0.6368038740920097,pencil
0.188,0.2106537530266344,clock
0.49,0.24939467312348668,car
0.616,0.4576271186440678,fish
0.392,0.5520581113801453,house
0.66,0.8595641646489104,tree
0.436,0.2736077481840194,bicycle
0.478,0.6029055690072639,guitar
0.36,0.4406779661016949,pencil
0.332,0.7360774818401937,clock
0.54,0.12590799031476999,car
0.376,0.14043583535108958,fish
0.26,0.5108958837772397,house
0.32,0.8038740920096852,tree
0.516,0.324455205811138,bicycle
0.266,0.6973365617433414,guitar
0.57,0.6029055690072639,pencil
0.51,0.3583535108958838,clock
0.718,0.28329297820823246,car
0.606,0.4406779661016949,fish
0.764,0.8280871670702179,house
0.764,0.6707021791767555,tree
0.696,0.4552058111380145,bicycle
0.66,0.7554479418886199,guitar
0.412,0.6852300242130751,pencil
0.5,0.5907990314769975,clock
0.336,0.20581113801452786,car
0.424,0.2711864406779661,fish
0.552,0.784503631961259,house
0.518,0.7142857142857143,tree
0.55,0.38256658595641646,bicycle
0.28,0.47699757869249393,guitar
0.294,0.5060532687651331,pencil
0.266,0.3801452784503632,clock
0.52,0.16464891041162227,car
0.502,0.14769975786924938,fish
0.634,0.6222760290556901,house
0.512,0.6682808716707022,tree
0.442,0.162227602905569,bicycle
0.556,0.0847457627118644,guitar
0.018,0.4576271186440678,pencil
0.52,0.7167070217917676,guitar
0.478,0.559322033898305,pencil
0.438,0.513317191283293,clock
0.67,0.4745762711864407,car
0.362,0.29539951573849876,fish
0.414,0.5302663438256658,house
0.596,0.7142857142857143,tree
0.546,0.549636803874092,bicycle
0.352,0.576271186440678,guitar
0.174,0.36561743341404357,pencil
0.548,0.7094430992736077,clock
0.544,0.36077481840193704,car
0.556,0.3196125907990315,fish
0.552,0.45036319612590797,house
0.63,0.7409200968523002,tree
0.54,0.5254237288135594,bicycle
0.772,0.774818401937046,guitar
0.618,0.6440677966101694,pencil
0.486,0.5980629539951574,clock
0.434,0.28329297820823246,car
0.432,0.30024213075060535,fish
0.48,0.5544794188861986,house
0.648,0.8426150121065376,tree
0.63,0.5036319612590799,bicycle
0.306,0.8692493946731235,guitar
0.032,0.7796610169491526,pencil
0.454,0.6343825665859564,clock
0.566,0.2469733656174334,car
0.606,0.30024213075060535,fish
0.608,0.6537530266343826,house
0.58,0.8523002421307506,tree
0.554,0.3486682808716707,bicycle
0.726,0.774818401937046,guitar
0.212,0.6924939467312349,pencil
0.506,0.6828087167070218,clock
0.312,0.18401937046004843,car
0.26,0.18159806295399517,fish
0.282,0.38498789346246975,house
0.366,0.4721549636803874,tree
0.172,0.13075060532687652,bicycle
0.514,0.5012106537530266,guitar
0.166,0.1016949152542373,pencil
0.36,0.3486682808716707,clock
0.368,0.11864406779661017,car
0.458,0.2469733656174334,fish
0.35,0.4116222760290557,house
0.354,0.559322033898305,tree
0.47,0.36561743341404357,bicycle
0.3,0.8232445520581114,guitar
0.07,0.5399515738498789,pencil
0.444,0.4939467312348668,clock
0.258,0.16707021791767554,car
0.27,0.1791767554479419,fish
0.24,0.2542372881355932,house
0.184,0.26634382566585957,tree
0.242,0.2736077481840194,bicycle
0.482,0.13801452784503632,guitar
0.052,0.34382566585956414,pencil
0.23,0.23728813559322035,clock
0.63,0.3583535108958838,car
0.442,0.22518159806295399,fish
0.688,0.6513317191283293,house
0.562,0.6343825665859564,tree
0.544,0.36803874092009686,bicycle
0.69,0.4721549636803874,guitar
0.308,0.49878934624697335,pencil
0.358,0.7167070217917676,clock
0.49,0.27602905569007263,car
0.398,0.26634382566585957,fish
0.74,0.8062953995157385,house
0.388,0.6198547215496368,tree
0.674,0.6440677966101694,bicycle
0.438,0.7360774818401937,guitar
0.068,0.4794188861985472,pencil
0.326,0.48668280871670705,clock
0.354,0.5278450363196125,fish
0.332,0.559322033898305,house
0.496,0.7651331719128329,tree
0.568,0.5351089588377724,bicycle
0.556,0.7530266343825666,guitar
0.418,0.7506053268765133,pencil
0.51,0.6174334140435835,clock
0.556,0.39951573849878935,car
0.396,0.35108958837772397,fish
0.61,0.7191283292978208,house
0.522,0.7651331719128329,tree
0.298,0.13559322033898305,bicycle
0.55,0.4261501210653753,guitar
0.006,0.43825665859564167,pencil
0.248,0.39951573849878935,clock
0.658,0.33171912832929784,car
0.598,0.23486682808716708,fish
0.344,0.784503631961259,house
